days_to_maturity,avg_temperature_C,min_temperature_C,max_temperature_C,humidity_percent,co2_ppm,light_intensity_lux,photoperiod_hours,irrigation_mm,fertilizer_N_kg_ha,fertilizer_P_kg_ha,fertilizer_K_kg_ha,pest_severity,pH,yield_kg_per_m2,variety_Beefsteak,variety_Cherry,variety_Heirloom,variety_Roma
75.0,23.8,22.1,25.7,73.9,605.0,28333.0,10.8,7.5,247.0,101.0,214.0,0.9,,15.6,0,1,0,0
72.0,,,,,,,16.0,9.7,185.0,70.0,206.0,2.1,6.2,13.38,0,1,0,0
82.0,23.0,21.2,24.1,74.4,735.0,30973.0,10.6,9.4,166.0,103.0,171.0,3.6,6.9,12.5,0,1,0,0
73.0,22.2,20.8,23.6,67.3,734.0,32274.0,12.5,6.4,219.0,92.0,242.0,3.7,6.5,18.65,0,0,0,1
62.0,24.5,23.0,26.6,85.2,802.0,34998.0,13.4,7.1,168.0,64.0,160.0,0.0,,19.27,0,0,1,0
69.0,21.7,20.4,23.1,69.5,920.0,18447.0,10.1,8.8,174.0,54.0,152.0,1.8,7.1,14.18,0,0,1,0
86.0,25.5,24.1,26.9,68.5,825.0,33099.0,11.7,11.1,231.0,96.0,193.0,3.9,6.3,14.53,1,0,0,0
83.0,22.7,21.1,23.9,63.6,764.0,24530.0,10.0,6.4,213.0,68.0,236.0,2.2,7.2,14.6,0,1,0,0
89.0,27.2,25.7,28.3,76.8,750.0,41212.0,16.0,7.7,168.0,75.0,187.0,4.5,6.3,14.48,1,0,0,0
73.0,22.7,20.0,25.3,60.2,960.0,12628.0,10.0,7.2,218.0,109.0,236.0,2.8,7.5,11.69,1,0,0,0
88.0,23.3,22.0,25.3,57.5,861.0,31029.0,14.4,8.4,172.0,70.0,167.0,4.5,6.7,12.9,0,0,0,1
65.0,21.8,20.5,23.7,79.8,924.0,37059.0,15.6,4.2,214.0,119.0,210.0,0.9,6.1,22.37,0,1,0,0
66.0,27.7,25.0,30.6,91.6,895.0,24952.0,11.5,10.7,246.0,120.0,181.0,3.9,6.5,10.83,1,0,0,0
70.0,25.1,23.0,26.8,92.5,659.0,27993.0,14.8,5.7,221.0,78.0,242.0,1.7,7.1,21.88,0,0,1,0
62.0,25.1,22.5,27.5,69.2,915.0,38170.0,16.0,10.1,160.0,94.0,205.0,4.8,7.6,13.0,1,0,0,0
61.0,26.0,24.5,27.8,64.2,782.0,13595.0,10.0,6.1,188.0,54.0,215.0,1.5,6.5,15.45,0,1,0,0
79.0,24.3,22.6,25.7,87.3,849.0,17901.0,10.1,6.9,245.0,108.0,169.0,2.5,,14.69,0,1,0,0
83.0,23.1,21.5,26.4,72.5,785.0,18743.0,10.0,7.9,239.0,108.0,159.0,4.0,6.5,12.07,1,0,0,0
78.0,26.0,22.8,27.2,79.5,888.0,33633.0,14.5,8.9,226.0,68.0,181.0,3.5,5.7,15.2,0,0,0,1
74.0,28.3,25.1,30.8,66.8,818.0,28286.0,10.5,6.8,,,,3.2,5.9,16.75,0,0,1,0
83.0,25.2,22.7,27.8,65.8,886.0,32629.0,15.0,7.2,227.0,86.0,212.0,4.5,5.1,13.4,0,0,0,1
76.0,25.9,23.3,27.0,71.0,950.0,17709.0,10.0,6.3,,,,1.1,5.7,12.68,0,0,0,1
74.0,24.1,22.4,25.6,68.3,846.0,33929.0,12.9,8.7,210.0,95.0,211.0,2.7,7.2,16.45,1,0,0,0
82.0,24.8,23.6,26.9,75.5,800.0,44602.0,14.5,4.8,181.0,103.0,208.0,4.1,6.8,21.71,0,1,0,0
75.0,22.2,21.0,23.7,69.0,619.0,38050.0,15.3,6.7,184.0,57.0,168.0,0.6,6.3,20.4,0,1,0,0
60.0,24.6,22.4,25.8,76.2,858.0,40722.0,14.5,7.6,154.0,86.0,191.0,3.5,,17.96,0,0,0,1
65.0,22.8,19.5,25.0,87.3,874.0,41365.0,16.0,9.3,230.0,71.0,175.0,1.7,7.6,17.32,0,1,0,0
61.0,26.6,23.8,28.0,64.8,807.0,36113.0,15.2,6.0,197.0,68.0,201.0,1.2,6.9,21.8,0,0,0,1
84.0,25.3,23.9,26.4,82.3,756.0,38009.0,16.0,8.2,236.0,108.0,165.0,0.0,5.9,19.24,0,0,1,0
88.0,21.3,20.3,24.5,71.4,705.0,42686.0,13.9,9.0,177.0,92.0,203.0,2.4,5.5,14.31,1,0,0,0
70.0,,,,,,,16.0,10.4,207.0,80.0,195.0,0.5,6.6,15.68,0,1,0,0
79.0,24.3,22.6,25.7,78.0,912.0,32741.0,12.7,6.2,220.0,50.0,237.0,0.4,6.5,17.95,0,0,1,0
80.0,22.2,20.1,24.2,70.9,807.0,27077.0,15.3,8.7,199.0,90.0,165.0,4.1,6.7,10.84,0,0,0,1
73.0,24.5,22.5,26.9,83.0,568.0,35162.0,14.5,6.1,,,,0.9,6.8,21.46,0,1,0,0
60.0,22.1,20.6,23.5,80.3,822.0,21402.0,10.0,6.5,187.0,86.0,170.0,0.3,6.6,17.19,0,0,0,1
61.0,24.6,23.2,26.0,73.6,915.0,26875.0,12.3,4.8,198.0,115.0,171.0,4.0,6.0,19.74,0,1,0,0
77.0,19.0,17.6,20.1,73.6,932.0,37325.0,15.9,4.2,,,,0.5,6.5,17.54,1,0,0,0
87.0,26.6,24.4,28.6,73.9,700.0,34111.0,16.0,11.9,185.0,79.0,163.0,0.2,6.7,16.55,0,0,0,1
66.0,24.7,23.3,26.6,87.6,737.0,37950.0,14.0,8.6,,,,,6.4,16.59,0,0,1,0
77.0,28.4,26.5,30.6,75.3,693.0,17193.0,10.0,8.8,183.0,51.0,195.0,2.7,6.1,11.42,0,1,0,0
89.0,27.3,25.9,29.9,90.9,706.0,35722.0,12.9,8.2,242.0,56.0,242.0,0.0,6.3,17.98,0,1,0,0
83.0,26.6,24.4,28.2,73.7,598.0,34749.0,16.0,7.3,193.0,105.0,161.0,2.4,6.0,14.42,0,1,0,0
89.0,27.2,24.6,28.8,77.7,608.0,18729.0,10.0,9.6,,,,4.4,6.9,11.45,0,0,1,0
62.0,22.7,21.1,24.3,66.5,816.0,27995.0,10.0,5.8,228.0,111.0,181.0,1.7,6.7,19.31,0,0,0,1
77.0,21.9,20.4,23.1,63.7,953.0,26312.0,10.0,4.8,162.0,118.0,204.0,0.4,7.0,19.13,0,0,1,0
70.0,,,,,,,10.0,7.0,174.0,64.0,247.0,0.0,6.2,18.03,0,0,1,0
60.0,22.0,20.4,24.1,71.0,864.0,31548.0,11.7,5.2,231.0,73.0,171.0,0.0,5.7,17.49,1,0,0,0
71.0,24.6,21.6,26.9,81.2,1139.0,21843.0,10.0,5.7,210.0,93.0,205.0,0.3,6.8,21.39,1,0,0,0
84.0,25.7,24.7,26.9,62.7,679.0,25762.0,10.0,7.3,202.0,101.0,159.0,0.6,6.4,18.66,1,0,0,0
63.0,27.4,25.4,28.8,81.5,792.0,25791.0,10.8,7.1,218.0,100.0,223.0,0.0,5.8,17.16,0,0,1,0
86.0,23.4,21.1,25.4,74.8,833.0,43357.0,14.6,6.3,176.0,78.0,150.0,0.0,6.5,20.5,0,0,0,1
72.0,25.8,24.3,28.4,68.1,892.0,24376.0,10.0,9.4,156.0,78.0,159.0,1.4,7.0,12.41,0,0,1,0
67.0,24.9,21.7,28.5,71.2,904.0,23121.0,11.4,10.4,189.0,72.0,201.0,0.8,6.5,14.42,0,0,1,0
63.0,24.3,23.2,26.3,76.3,856.0,27799.0,10.6,8.2,201.0,107.0,172.0,0.0,6.1,14.4,1,0,0,0
61.0,23.8,21.8,25.6,73.5,961.0,41560.0,14.4,7.8,228.0,67.0,151.0,0.9,5.6,18.4,0,0,0,1
76.0,27.1,24.7,29.0,74.5,782.0,21770.0,10.0,5.4,220.0,96.0,198.0,0.2,6.1,20.07,0,0,1,0
86.0,23.4,20.3,26.7,68.5,856.0,29780.0,10.0,8.6,198.0,89.0,171.0,0.0,6.3,13.03,1,0,0,0
67.0,23.1,20.0,26.2,75.6,818.0,21523.0,13.7,3.5,186.0,111.0,186.0,1.1,7.0,16.1,0,0,1,0
61.0,21.6,20.5,23.9,75.4,594.0,19899.0,13.7,7.3,216.0,87.0,160.0,1.5,6.1,16.53,1,0,0,0
84.0,26.2,25.1,27.4,83.3,1011.0,28820.0,14.5,6.2,180.0,57.0,175.0,0.0,6.9,20.05,0,0,0,1
80.0,26.2,25.0,27.6,69.8,847.0,20730.0,10.0,10.2,,,,1.2,6.0,13.42,0,1,0,0
68.0,25.6,23.5,27.4,79.0,792.0,44348.0,15.1,7.6,220.0,64.0,178.0,5.6,5.9,17.77,1,0,0,0
72.0,24.5,23.0,26.0,72.2,985.0,30756.0,10.7,6.6,190.0,57.0,206.0,2.1,6.0,17.58,0,1,0,0
84.0,27.0,25.3,28.3,71.5,968.0,27997.0,10.0,8.2,180.0,62.0,236.0,0.0,6.9,15.19,1,0,0,0
65.0,25.9,23.8,27.3,65.9,883.0,18681.0,10.0,11.4,171.0,105.0,179.0,2.6,6.1,9.17,0,0,1,0
78.0,,,,,,,12.5,9.1,151.0,70.0,246.0,0.3,5.4,11.39,0,1,0,0
64.0,26.4,24.8,28.0,63.7,773.0,24069.0,10.0,12.1,226.0,67.0,190.0,0.0,7.1,14.58,0,0,0,1
60.0,26.5,23.5,28.4,78.6,735.0,35456.0,13.5,10.1,,,,1.0,6.7,13.36,0,1,0,0
77.0,26.7,24.0,27.9,86.6,853.0,26443.0,12.3,7.7,216.0,54.0,185.0,2.5,6.5,15.35,1,0,0,0
64.0,23.1,21.7,25.2,75.6,868.0,34142.0,15.9,6.3,174.0,110.0,182.0,2.4,6.0,13.61,0,0,1,0
60.0,27.4,24.2,29.7,76.8,717.0,40316.0,15.7,7.5,210.0,92.0,237.0,0.0,7.8,18.87,0,0,1,0
66.0,,,,,,,14.7,5.5,180.0,91.0,176.0,0.4,6.8,21.89,0,1,0,0
88.0,25.1,22.9,27.2,64.6,765.0,34163.0,13.5,5.8,173.0,53.0,238.0,4.0,6.9,22.46,0,0,0,1
67.0,25.5,23.2,29.4,89.7,955.0,32903.0,15.0,6.0,247.0,62.0,196.0,1.6,6.5,23.05,1,0,0,0
84.0,25.0,22.6,27.8,68.2,778.0,36294.0,10.0,7.4,211.0,73.0,200.0,0.0,6.2,15.27,1,0,0,0
66.0,,,,,,,12.8,6.7,157.0,69.0,236.0,4.8,6.0,10.38,1,0,0,0
69.0,,,,,,,10.1,6.6,,,,1.3,6.2,19.67,0,0,0,1
69.0,24.0,22.0,26.7,60.8,708.0,29922.0,10.3,5.3,153.0,68.0,204.0,4.1,6.5,21.18,0,0,0,1
86.0,24.5,22.3,27.9,72.9,874.0,23362.0,10.0,8.4,189.0,118.0,239.0,0.0,6.3,15.43,1,0,0,0
90.0,26.3,24.9,28.2,86.1,665.0,18469.0,10.0,7.1,193.0,75.0,174.0,3.9,6.4,14.87,1,0,0,0
61.0,25.6,24.6,27.4,86.7,850.0,45466.0,15.6,8.5,198.0,78.0,170.0,3.6,5.8,17.03,0,0,0,1
63.0,,,,,,,16.0,9.9,204.0,83.0,219.0,2.0,6.6,12.72,0,0,1,0
63.0,23.4,22.1,24.4,70.7,894.0,28697.0,12.1,7.0,186.0,113.0,195.0,2.0,6.6,15.53,0,1,0,0
88.0,27.0,24.9,28.4,76.4,723.0,35882.0,16.0,11.0,191.0,59.0,241.0,5.2,6.6,14.45,0,1,0,0
88.0,24.5,21.6,26.7,65.0,749.0,37888.0,15.9,5.4,243.0,85.0,234.0,0.5,7.0,27.03,0,1,0,0
65.0,29.7,26.7,31.0,68.4,945.0,32732.0,14.6,6.6,201.0,51.0,176.0,2.3,7.3,13.51,0,1,0,0
72.0,24.2,21.1,27.1,69.7,770.0,20771.0,10.0,6.1,,,,0.6,6.6,18.72,0,0,1,0
69.0,24.5,22.9,27.1,94.9,969.0,33675.0,15.8,5.3,,,,0.8,6.8,19.88,0,0,1,0
88.0,22.0,20.5,23.9,66.4,833.0,26481.0,12.9,7.4,,,,1.0,6.2,13.95,0,1,0,0
87.0,24.6,22.8,25.7,74.1,582.0,35792.0,15.1,3.9,178.0,118.0,164.0,2.8,7.0,20.37,1,0,0,0
80.0,27.1,24.7,29.1,69.3,619.0,31992.0,12.5,8.7,247.0,96.0,242.0,0.8,6.1,19.05,0,0,0,1
62.0,23.3,21.3,26.0,70.1,884.0,15641.0,10.0,8.0,,,,2.8,6.3,16.74,0,0,1,0
79.0,22.7,20.4,24.8,74.2,808.0,15937.0,10.0,7.4,225.0,100.0,172.0,2.2,6.6,15.19,1,0,0,0
80.0,25.2,24.1,26.9,65.5,969.0,35491.0,10.0,8.5,203.0,73.0,154.0,0.7,6.3,16.43,0,1,0,0
76.0,24.6,23.5,25.7,83.1,808.0,43625.0,15.9,4.2,229.0,98.0,239.0,1.9,6.4,22.87,0,1,0,0
68.0,25.8,24.4,29.2,74.8,959.0,38729.0,14.3,5.2,223.0,90.0,218.0,2.5,5.4,21.75,0,0,0,1
88.0,,,,,,,14.1,9.4,247.0,120.0,222.0,0.0,7.0,16.99,0,0,1,0
67.0,24.1,22.4,25.2,79.2,781.0,36198.0,15.3,10.4,187.0,54.0,158.0,5.3,6.2,15.97,0,0,1,0
74.0,21.1,19.4,24.2,63.3,642.0,25620.0,10.0,6.9,167.0,102.0,167.0,0.2,6.8,21.83,0,0,0,1
85.0,27.1,25.2,28.3,78.1,805.0,28142.0,13.0,5.8,173.0,111.0,165.0,0.3,6.5,20.52,0,0,0,1
72.0,25.4,23.3,26.5,72.4,1079.0,35962.0,10.5,9.2,,,,0.3,6.4,13.44,0,0,1,0
63.0,22.6,20.1,23.7,70.1,936.0,34074.0,15.6,6.4,175.0,100.0,231.0,1.3,6.7,19.06,1,0,0,0
78.0,23.6,21.6,25.0,64.3,900.0,31030.0,12.1,8.9,229.0,102.0,203.0,1.5,6.8,15.99,0,1,0,0
61.0,24.4,22.2,28.2,80.6,655.0,26263.0,10.0,8.8,173.0,75.0,213.0,0.4,6.1,10.58,0,1,0,0
86.0,25.2,24.2,27.0,87.5,802.0,22995.0,10.0,6.9,187.0,107.0,243.0,5.4,7.0,19.26,0,0,0,1
69.0,25.5,24.4,27.0,75.9,560.0,28586.0,12.9,7.2,224.0,81.0,208.0,2.3,6.3,17.52,0,0,1,0
60.0,21.5,20.0,22.6,87.3,708.0,29588.0,10.8,4.5,230.0,76.0,194.0,4.5,5.9,20.53,0,0,1,0
63.0,23.0,21.9,24.4,83.7,957.0,27444.0,10.0,7.8,181.0,68.0,223.0,1.0,6.6,13.41,1,0,0,0
61.0,28.0,26.5,29.2,63.3,826.0,21860.0,10.3,10.9,219.0,85.0,241.0,0.0,6.5,12.17,0,1,0,0
75.0,25.9,24.2,27.5,87.3,690.0,26011.0,10.0,5.3,,,,0.0,7.1,20.66,0,0,1,0
69.0,21.1,18.1,22.8,78.4,498.0,15627.0,10.0,4.7,218.0,86.0,232.0,4.2,6.0,16.23,1,0,0,0
89.0,23.9,22.8,26.0,65.3,690.0,50934.0,16.0,6.1,166.0,64.0,231.0,0.6,6.1,24.48,0,1,0,0
67.0,,,,,,,12.7,7.0,198.0,120.0,152.0,1.4,6.7,20.9,1,0,0,0
78.0,26.8,24.0,30.5,85.5,648.0,33379.0,13.3,10.9,,,,1.5,6.2,9.83,0,0,1,0
62.0,26.6,24.3,29.6,69.5,987.0,29218.0,10.9,9.9,171.0,86.0,248.0,0.0,6.5,12.19,0,0,1,0
87.0,24.1,22.2,25.9,77.9,795.0,41590.0,15.3,6.0,191.0,77.0,158.0,1.3,6.4,19.97,0,0,1,0
70.0,22.0,20.5,23.6,78.1,836.0,25046.0,10.7,7.9,199.0,98.0,203.0,1.0,6.7,14.56,1,0,0,0
72.0,28.8,26.6,31.1,60.9,646.0,45116.0,15.3,6.0,199.0,68.0,201.0,0.0,6.0,19.35,1,0,0,0
63.0,24.6,22.4,25.9,83.8,844.0,38005.0,15.9,10.0,193.0,57.0,231.0,0.0,7.4,14.27,0,0,1,0
84.0,25.7,24.6,27.5,69.9,653.0,31372.0,15.0,6.3,210.0,82.0,164.0,4.0,6.1,20.24,0,0,0,1
79.0,21.7,20.5,23.3,69.5,888.0,16928.0,10.0,7.6,237.0,112.0,214.0,0.5,6.8,14.06,0,0,0,1
61.0,23.2,21.2,25.9,64.3,1012.0,21529.0,11.4,4.4,175.0,99.0,159.0,0.1,5.7,22.15,0,0,1,0
78.0,23.9,21.1,25.2,75.3,853.0,40572.0,13.9,8.0,236.0,85.0,175.0,1.8,6.6,19.48,0,0,0,1
81.0,28.2,26.6,29.5,61.0,947.0,23654.0,10.0,5.8,236.0,53.0,198.0,1.4,5.8,21.2,0,1,0,0
77.0,22.8,19.5,24.2,72.8,785.0,38636.0,14.7,6.5,210.0,56.0,159.0,1.9,6.5,20.88,0,0,0,1
88.0,26.3,24.5,27.9,74.6,1119.0,35526.0,13.1,7.4,162.0,109.0,239.0,0.0,6.0,17.19,0,0,0,1
83.0,28.2,25.9,30.3,83.6,880.0,27251.0,14.2,8.5,202.0,116.0,167.0,1.6,6.9,14.89,0,0,0,1
71.0,25.3,24.0,26.4,68.1,835.0,39647.0,15.1,5.6,177.0,68.0,200.0,4.9,6.9,22.48,0,0,1,0
79.0,24.6,22.3,26.8,87.3,722.0,36476.0,12.1,8.1,204.0,119.0,183.0,0.7,7.8,18.54,0,1,0,0
79.0,25.1,22.8,26.6,82.8,694.0,24878.0,10.0,10.8,,,,0.7,6.8,19.33,0,0,1,0
71.0,22.8,21.4,24.3,62.9,730.0,16328.0,10.0,5.9,217.0,51.0,207.0,3.0,6.2,16.86,0,1,0,0
67.0,27.5,25.7,28.8,78.8,812.0,30320.0,13.7,7.6,,,,2.3,5.9,12.47,0,0,1,0
85.0,20.5,19.0,21.8,67.6,845.0,38245.0,13.2,6.7,,,,0.9,6.1,21.85,1,0,0,0
82.0,25.0,22.2,26.0,92.2,749.0,20988.0,10.0,9.5,202.0,98.0,179.0,1.1,7.2,13.87,0,0,1,0
83.0,26.5,24.8,29.0,67.6,696.0,22197.0,10.0,5.6,202.0,50.0,169.0,0.0,6.2,19.37,0,1,0,0
65.0,21.5,19.3,22.6,58.1,736.0,25991.0,13.7,6.5,191.0,70.0,189.0,0.0,6.9,16.48,1,0,0,0
89.0,26.3,23.8,28.7,80.8,729.0,21301.0,10.0,10.6,191.0,81.0,195.0,1.9,6.2,14.4,1,0,0,0
90.0,23.9,20.9,26.8,82.5,642.0,30124.0,12.7,5.1,,,,1.2,6.8,28.17,1,0,0,0
77.0,21.2,18.0,23.0,87.0,860.0,24306.0,11.7,7.2,195.0,109.0,223.0,0.5,6.9,13.64,0,0,0,1
83.0,24.6,23.0,26.1,80.7,746.0,26894.0,14.1,8.6,169.0,94.0,162.0,1.3,6.3,12.29,0,0,1,0
84.0,25.7,24.1,27.2,77.0,864.0,23066.0,10.0,8.6,196.0,84.0,194.0,3.3,7.0,15.44,0,1,0,0
68.0,26.0,24.6,27.6,73.4,625.0,29707.0,10.6,9.3,,,,0.5,6.3,13.91,1,0,0,0
64.0,25.0,21.7,26.0,74.9,850.0,42186.0,15.9,9.1,160.0,111.0,218.0,2.0,7.1,15.38,0,0,1,0
87.0,23.8,21.9,25.0,76.8,808.0,28516.0,10.0,7.6,181.0,50.0,248.0,2.8,6.2,14.05,0,1,0,0
61.0,22.3,20.3,25.1,67.8,507.0,36896.0,15.4,7.9,246.0,107.0,232.0,1.4,6.5,19.41,0,1,0,0
83.0,25.1,22.0,26.9,70.8,968.0,25525.0,10.0,9.4,,,,1.7,6.2,13.71,1,0,0,0
81.0,,,,,,,10.0,7.2,189.0,59.0,210.0,1.8,5.7,14.61,1,0,0,0
78.0,27.6,25.3,28.6,64.8,823.0,40849.0,15.5,10.2,199.0,75.0,233.0,0.5,7.0,17.42,0,0,1,0
62.0,24.6,22.6,26.2,74.0,950.0,27414.0,13.0,5.6,,,,4.6,6.5,18.89,1,0,0,0
74.0,25.5,24.2,26.5,56.4,870.0,20496.0,10.0,6.0,,,,1.2,6.3,19.67,0,1,0,0
83.0,28.9,26.2,31.1,80.7,786.0,33169.0,10.0,12.1,154.0,98.0,226.0,0.0,6.6,13.81,1,0,0,0
84.0,25.6,23.9,27.2,67.8,687.0,41813.0,15.6,6.8,237.0,97.0,246.0,1.9,6.2,21.69,0,0,1,0
67.0,22.9,20.7,24.3,74.5,829.0,30264.0,14.2,5.6,175.0,93.0,217.0,0.0,6.2,24.64,0,0,1,0
85.0,,,,,,,11.9,11.7,,,,0.0,7.1,10.15,0,0,1,0
67.0,23.6,22.2,25.9,80.8,828.0,27699.0,10.9,4.7,178.0,79.0,250.0,2.7,6.1,23.63,0,1,0,0
79.0,21.8,20.8,23.7,62.0,898.0,31626.0,12.9,9.0,178.0,76.0,159.0,3.8,7.1,9.25,0,0,1,0
61.0,21.2,19.5,24.6,79.7,670.0,11328.0,10.0,8.7,216.0,117.0,159.0,1.3,6.2,9.49,0,0,0,1
82.0,23.6,21.9,26.4,74.1,623.0,20061.0,10.0,7.6,173.0,99.0,154.0,4.6,6.1,15.96,0,0,0,1
72.0,25.7,24.4,28.3,76.2,620.0,28494.0,12.9,8.5,,,,1.2,7.1,17.82,0,1,0,0
70.0,27.9,25.7,29.9,74.7,1053.0,36241.0,14.4,11.6,168.0,59.0,196.0,3.7,6.7,15.46,0,1,0,0
66.0,27.2,26.1,29.8,74.2,933.0,42038.0,14.9,10.0,228.0,109.0,176.0,1.6,6.7,14.5,0,1,0,0
65.0,29.0,26.0,31.6,86.0,724.0,23873.0,10.0,8.0,181.0,113.0,237.0,0.6,5.8,14.93,0,1,0,0
89.0,24.9,21.6,26.1,84.5,825.0,24609.0,10.0,6.0,156.0,62.0,245.0,2.5,5.9,18.59,1,0,0,0
86.0,24.1,22.3,26.0,78.7,800.0,21090.0,10.0,8.9,173.0,72.0,246.0,0.4,7.0,8.99,0,0,0,1
79.0,23.6,21.4,25.5,78.8,652.0,38205.0,13.4,5.4,207.0,117.0,203.0,3.2,7.0,18.25,1,0,0,0
81.0,28.4,27.0,29.4,76.3,740.0,34144.0,14.6,10.1,187.0,113.0,163.0,4.6,6.8,13.55,1,0,0,0
89.0,27.1,25.9,28.7,66.0,614.0,38222.0,14.4,7.9,,,,1.9,8.0,16.96,0,0,0,1
61.0,23.3,21.7,25.7,63.1,781.0,32528.0,10.9,7.4,246.0,97.0,204.0,3.3,6.5,16.49,0,0,0,1
75.0,23.9,22.3,25.4,60.6,1087.0,25289.0,11.9,6.4,247.0,89.0,235.0,1.5,5.8,22.64,0,1,0,0
79.0,28.3,27.2,29.5,72.8,748.0,29778.0,10.0,10.1,157.0,56.0,159.0,1.8,6.4,10.5,0,0,0,1
77.0,,,,,,,10.0,5.0,159.0,74.0,225.0,2.5,6.7,18.15,0,0,0,1
64.0,27.7,26.1,29.8,67.6,977.0,24066.0,10.0,10.2,167.0,91.0,183.0,3.5,6.1,11.75,1,0,0,0
86.0,25.6,23.1,27.0,69.5,927.0,37401.0,13.4,8.2,185.0,68.0,224.0,0.0,7.1,17.76,0,0,0,1
68.0,25.5,23.8,27.6,70.7,707.0,25831.0,10.0,9.0,247.0,61.0,245.0,0.0,7.1,16.26,1,0,0,0
67.0,24.8,23.6,26.4,71.6,767.0,51389.0,16.0,10.6,214.0,64.0,230.0,0.0,6.3,15.37,0,1,0,0
90.0,25.2,22.0,28.1,71.5,666.0,22618.0,10.6,7.9,,,,1.2,7.7,15.49,0,0,1,0
71.0,23.9,22.7,25.0,81.4,727.0,18196.0,10.0,7.0,213.0,85.0,217.0,5.1,6.8,12.02,1,0,0,0
65.0,22.7,21.5,24.9,89.4,886.0,28618.0,12.3,6.8,188.0,95.0,159.0,1.0,7.3,22.43,0,0,0,1
61.0,24.5,22.8,26.1,82.5,588.0,22502.0,10.0,4.9,190.0,54.0,239.0,0.2,6.1,17.47,0,0,1,0
84.0,23.2,21.9,25.1,85.0,920.0,21321.0,10.0,5.5,152.0,100.0,189.0,4.1,5.5,14.62,1,0,0,0
85.0,25.5,23.8,27.3,64.8,877.0,26297.0,13.1,6.5,183.0,84.0,244.0,0.7,7.3,15.31,0,0,1,0
90.0,23.2,21.5,25.1,89.5,712.0,39895.0,13.9,7.0,206.0,116.0,246.0,3.7,6.2,19.67,1,0,0,0
76.0,25.1,23.6,26.3,74.1,832.0,26205.0,10.0,7.7,201.0,67.0,172.0,1.1,6.2,15.65,0,0,0,1
62.0,22.9,21.7,24.2,71.9,1007.0,33755.0,15.5,5.1,153.0,78.0,170.0,0.5,8.0,19.3,1,0,0,0
78.0,24.8,22.8,26.1,76.4,799.0,19880.0,10.0,5.7,187.0,74.0,193.0,2.0,6.9,17.42,0,0,1,0
84.0,28.0,26.1,30.3,84.4,544.0,23372.0,10.0,8.2,183.0,94.0,174.0,0.2,5.9,14.96,0,0,0,1
81.0,23.0,21.4,24.2,66.4,1065.0,28641.0,10.2,7.9,209.0,120.0,238.0,3.0,6.9,16.53,1,0,0,0
77.0,24.8,22.8,27.4,57.6,715.0,31469.0,15.7,10.5,237.0,103.0,187.0,0.9,5.9,15.9,0,1,0,0
90.0,24.0,22.4,25.7,79.7,1162.0,24453.0,10.0,7.3,176.0,84.0,219.0,0.8,6.5,15.83,0,1,0,0
88.0,22.4,21.0,23.6,77.9,841.0,36214.0,13.8,8.9,229.0,82.0,186.0,2.3,6.9,13.92,0,0,1,0
67.0,26.5,25.2,28.0,70.3,817.0,45323.0,15.6,8.5,204.0,103.0,194.0,2.0,5.9,14.7,0,0,1,0
78.0,,,,,,,10.0,4.3,191.0,67.0,187.0,4.2,,19.19,0,0,0,1
67.0,23.5,22.4,25.4,72.6,866.0,39572.0,15.9,8.1,179.0,101.0,195.0,1.9,6.3,12.46,1,0,0,0
78.0,27.5,25.9,29.1,77.6,917.0,38763.0,15.9,3.8,246.0,118.0,209.0,1.6,6.3,21.88,0,0,1,0
69.0,24.3,21.5,27.4,75.8,902.0,40298.0,15.9,7.5,235.0,53.0,187.0,1.9,6.5,19.84,0,1,0,0
63.0,23.1,20.9,25.9,65.9,762.0,40206.0,15.8,6.8,221.0,71.0,219.0,1.5,5.8,24.0,1,0,0,0
80.0,26.5,25.1,28.1,78.3,932.0,20013.0,10.0,8.4,181.0,113.0,238.0,1.5,6.6,12.97,0,1,0,0
80.0,23.4,21.4,25.4,65.6,567.0,25182.0,10.3,4.7,192.0,66.0,185.0,1.5,6.5,21.98,0,0,0,1
72.0,,,,,,,16.0,8.1,155.0,116.0,156.0,0.4,6.0,9.23,0,1,0,0
62.0,25.4,23.9,26.7,81.7,1131.0,31506.0,15.2,9.8,,,,0.0,6.6,15.39,0,0,1,0
76.0,23.2,22.0,26.2,86.5,879.0,41845.0,15.9,4.8,227.0,103.0,203.0,1.7,6.0,23.46,0,1,0,0
60.0,27.3,23.9,30.5,70.2,947.0,28325.0,12.5,7.3,180.0,79.0,169.0,0.1,5.9,16.85,1,0,0,0
61.0,27.3,25.3,29.8,66.1,751.0,22641.0,10.1,8.7,239.0,118.0,160.0,0.3,7.1,13.82,0,0,1,0
62.0,21.9,19.6,22.9,68.2,895.0,22158.0,10.0,5.6,178.0,114.0,171.0,4.2,6.5,20.81,1,0,0,0
71.0,27.7,25.6,30.3,73.4,815.0,31852.0,12.4,10.0,157.0,85.0,237.0,0.5,5.9,12.51,0,0,0,1
60.0,27.3,25.7,28.4,78.1,806.0,23573.0,10.0,8.4,207.0,94.0,203.0,2.9,6.9,13.22,0,0,0,1
64.0,25.1,23.9,26.3,82.5,737.0,29643.0,12.2,9.2,184.0,67.0,230.0,2.2,6.4,13.72,0,0,1,0
72.0,24.8,22.6,27.1,73.2,986.0,40989.0,16.0,9.0,161.0,58.0,232.0,0.4,6.9,14.97,0,1,0,0
